simulation,height1,width1,height2,width2,shape,area,size,HtoW,numbFPspecies,days,years,TOTALN,TOTALP,N_to_P,initial_perc_SAV_cover,initial_perc_SAV_cells_occupied,SAV_biomass_per_cell,initial_perc_FP_cover,initial_perc_FP_cells_occupied,FP_biomass_per_cell,initialSAVcells,initial01cells,initial02cells,initial03cells,initial04cells,initialSAVtotmass,initial01totmass,initial02totmass,initial03totmass,initial04totmass,neigh_thresh_SAV,focal_thresh_SAV,amnt_colonize_SAV,neigh_thresh_FP,focal_thresh_FP,amnt_colonize_FP,maxSAVrgr,maxrgr01,maxrgr02,maxrgr03,maxrgr04,lightlimitationSAV,lightlimitation01,lightlimitation02,lightlimitation03,lightlimitation04,halfsatNSAV,halfsatN01,halfsatN02,halfsatN03,halfsatN04,shadingbyFP,lightattenuation,lossSAV,lossFP,uptakeNSAV,uptakeN01,uptakeN02,uptakeN03,uptakeN04,uptakePSAV,uptakeP01,uptakeP02,uptakeP03,uptakeP04,overwinterSAV,overwinter01,overwinter02,overwinter03,overwinter04,wind_shape1,wind_shape2,wind_avg,wind_stdev,prob_down,prob_up,prob_left,prob_right,wind_direction,full_thresh_wind,mix_freq,scenario
468,100,100,5,5,rectangle,10000,large,1,3,150,4,1,0.25,4,30,30,100,15,15,100,3000,500,500,500,0,300000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
469,100,100,5,5,rectangle,10000,large,1,3,150,4,1,0.25,4,30,30,100,30,30,100,3000,1000,1000,1000,0,300000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
470,100,100,5,5,rectangle,10000,large,1,3,150,4,1,0.25,4,30,30,100,45,45,100,3000,1500,1500,1500,0,300000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
471,100,100,5,5,rectangle,10000,large,1,3,150,4,1,0.25,4,45,45,100,1,1,100,4500,33,33,33,0,450000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
472,100,100,5,5,rectangle,10000,large,1,3,150,4,1,0.25,4,45,45,100,5,5,100,4500,167,167,167,0,450000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
473,100,100,5,5,rectangle,10000,large,1,3,150,4,1,0.25,4,45,45,100,15,15,100,4500,500,500,500,0,450000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
474,100,100,5,5,rectangle,10000,large,1,3,150,4,1,0.25,4,45,45,100,30,30,100,4500,1000,1000,1000,0,450000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
475,100,100,5,5,rectangle,10000,large,1,3,150,4,1,0.25,4,45,45,100,45,45,100,4500,1500,1500,1500,0,450000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
476,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,1,1,100,1,1,100,100,33,33,33,0,10000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
477,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,1,1,100,5,5,100,100,167,167,167,0,10000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
478,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,1,1,100,15,15,100,100,500,500,500,0,10000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
479,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,1,1,100,30,30,100,100,1000,1000,1000,0,10000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
480,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,1,1,100,45,45,100,100,1500,1500,1500,0,10000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
481,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,5,5,100,1,1,100,500,33,33,33,0,50000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
482,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,5,5,100,5,5,100,500,167,167,167,0,50000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
483,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,5,5,100,15,15,100,500,500,500,500,0,50000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
484,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,5,5,100,30,30,100,500,1000,1000,1000,0,50000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
485,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,5,5,100,45,45,100,500,1500,1500,1500,0,50000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
486,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,15,15,100,1,1,100,1500,33,33,33,0,150000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
487,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,15,15,100,5,5,100,1500,167,167,167,0,150000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
488,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,15,15,100,15,15,100,1500,500,500,500,0,150000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
489,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,15,15,100,30,30,100,1500,1000,1000,1000,0,150000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
490,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,15,15,100,45,45,100,1500,1500,1500,1500,0,150000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
491,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,30,30,100,1,1,100,3000,33,33,33,0,300000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
492,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,30,30,100,5,5,100,3000,167,167,167,0,300000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
493,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,30,30,100,15,15,100,3000,500,500,500,0,300000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
494,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,30,30,100,30,30,100,3000,1000,1000,1000,0,300000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
495,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,30,30,100,45,45,100,3000,1500,1500,1500,0,300000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
496,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,45,45,100,1,1,100,4500,33,33,33,0,450000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
497,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,45,45,100,5,5,100,4500,167,167,167,0,450000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
498,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,45,45,100,15,15,100,4500,500,500,500,0,450000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
499,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,45,45,100,30,30,100,4500,1000,1000,1000,0,450000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
500,100,100,5,5,rectangle,10000,large,1,3,150,4,2,0.5,4,45,45,100,45,45,100,4500,1500,1500,1500,0,450000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
501,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,1,1,100,1,1,100,100,33,33,33,0,10000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
502,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,1,1,100,5,5,100,100,167,167,167,0,10000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
503,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,1,1,100,15,15,100,100,500,500,500,0,10000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
504,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,1,1,100,30,30,100,100,1000,1000,1000,0,10000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
505,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,1,1,100,45,45,100,100,1500,1500,1500,0,10000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
506,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,5,5,100,1,1,100,500,33,33,33,0,50000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
507,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,5,5,100,5,5,100,500,167,167,167,0,50000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
508,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,5,5,100,15,15,100,500,500,500,500,0,50000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
509,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,5,5,100,30,30,100,500,1000,1000,1000,0,50000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
510,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,5,5,100,45,45,100,500,1500,1500,1500,0,50000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
511,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,15,15,100,1,1,100,1500,33,33,33,0,150000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
512,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,15,15,100,5,5,100,1500,167,167,167,0,150000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
513,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,15,15,100,15,15,100,1500,500,500,500,0,150000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
514,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,15,15,100,30,30,100,1500,1000,1000,1000,0,150000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
515,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,15,15,100,45,45,100,1500,1500,1500,1500,0,150000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
516,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,30,30,100,1,1,100,3000,33,33,33,0,300000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
517,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,30,30,100,5,5,100,3000,167,167,167,0,300000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
518,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,30,30,100,15,15,100,3000,500,500,500,0,300000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
519,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,30,30,100,30,30,100,3000,1000,1000,1000,0,300000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
