"simulation","height1","width1","height2","width2","shape","area","size","HtoW","numbFPspecies","days","years","TOTALN","TOTALP","N_to_P","initial_perc_SAV_cover","initial_perc_SAV_cells_occupied","SAV_biomass_per_cell","initial_perc_FP_cover","initial_perc_FP_cells_occupied","FP_biomass_per_cell","initialSAVcells","initial01cells","initial02cells","initial03cells","initial04cells","initialSAVtotmass","initial01totmass","initial02totmass","initial03totmass","initial04totmass","neigh_thresh_SAV","focal_thresh_SAV","amnt_colonize_SAV","neigh_thresh_FP","focal_thresh_FP","amnt_colonize_FP","maxSAVrgr","maxrgr01","maxrgr02","maxrgr03","maxrgr04","lightlimitationSAV","lightlimitation01","lightlimitation02","lightlimitation03","lightlimitation04","halfsatNSAV","halfsatN01","halfsatN02","halfsatN03","halfsatN04","shadingbyFP","lightattenuation","lossSAV","lossFP","uptakeNSAV","uptakeN01","uptakeN02","uptakeN03","uptakeN04","uptakePSAV","uptakeP01","uptakeP02","uptakeP03","uptakeP04","overwinterSAV","overwinter01","overwinter02","overwinter03","overwinter04","wind_shape1","wind_shape2","wind_avg","wind_stdev","prob_down","prob_up","prob_left","prob_right","wind_direction","full_thresh_wind","mix_freq","propyears_avgFPcover_abovethreshold","propyears_prop_daysFP_abovehalf","avg_avg_FPcover","avg_max_FPcover","avg_firstdayFP","propyears_avgSAVcover_abovethreshold","propyears_prop_daysSAV_abovehalf","avg_avg_SAVcover","avg_max_SAVcover","avg_firstdaySAV","avg_SAVcover_yr01","avg_SAVcover_yr02","avg_SAVcover_yr03","avg_SAVcover_yr04","avg_FPcover_yr01","avg_FPcover_yr02","avg_FPcover_yr03","avg_FPcover_yr04"
284,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,5,5,100,30,30,100,500,3000,0,0,0,50000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,1,1,99.0985193840758,100,3,0,0,0.385827123250438,0.405350416340294,NA,9.92875957821047,7.71325065999468,1.02019138897569,0.385827123250438,90.8176591081127,95.2654040513355,97.8964032752296,99.0985193840758
285,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,1,1,99.3684992799782,100,3,0,0,0.000117840484438233,0.000370679550952052,NA,7.01258830395667,1.2173422538887,0.039348873330753,0.000117840484438233,95.019587530886,97.5228680336837,99.2419278171503,99.3684992799782
286,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,15,15,100,1,1,100,1500,100,0,0,0,150000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,2.56104628126457e-12,1.76572318457312e-11,NA,1,1,99.9330844889176,100,1,90.6520460964272,99.931822212424,99.9330841220516,99.9330844889176,1.15309502045823,0.000237455145289529,2.46880416008241e-08,2.56104628126457e-12
287,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,15,15,100,5,5,100,1500,500,0,0,0,150000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,1.34689042633954e-11,9.28618771367873e-11,NA,1,1,99.9330844887109,100,1,87.7558535124754,99.9296425524026,99.9330833928336,99.9330844887109,5.33756039023742,0.00124763728199533,1.29837846106331e-07,1.34689042633954e-11
288,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,15,15,100,15,15,100,1500,1500,0,0,0,150000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,5.96443276539287e-11,4.11220103718704e-10,NA,1,1,99.9330844878906,100,1,78.9475492219469,99.9210656751953,99.9330805146174,99.9330844878906,19.0252613864997,0.00551421639264694,5.74960065672322e-07,5.96443276539287e-11
289,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,15,15,100,30,30,100,1500,3000,0,0,0,150000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,1.91073498228001e-10,1.31736354868006e-09,NA,0.75,0.75,99.9330844856858,100,1,66.1976609349808,99.8968312502221,99.9330728197052,99.9330844856858,34.5054613236539,0.0175588803887434,1.84190653689721e-06,1.91073498228001e-10
290,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,15,15,100,45,45,100,1500,4500,0,0,0,150000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,2.50695366545032e-10,1.72842879431002e-09,NA,0.75,0.75,99.9330844845524,100,1,63.3982919813618,99.878482453547,99.9330688199611,99.9330844845524,39.8033532839215,0.0229962177138964,2.41664377663028e-06,2.50695366545032e-10
291,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,30,30,100,1,1,100,3000,100,0,0,0,300000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,1.2784971585405e-12,8.81464771398941e-12,NA,1,1,99.9330844889642,100,1,93.7877064063072,99.9324042416561,99.933084292934,99.9330844889642,0.588196922466544,0.000118750832215904,1.2324493489574e-08,1.2784971585405e-12
292,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,30,30,100,5,5,100,3000,500,0,0,0,300000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,7.10981624401932e-12,4.90189008675662e-11,NA,1,1,99.9330844888644,100,1,92.2462068199626,99.931388105589,99.933083944151,99.9330844888644,3.52119710405268,0.000659798671936074,6.85373978961796e-08,7.10981624401932e-12
293,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,30,30,100,15,15,100,3000,1500,0,0,0,300000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,3.03796022599231e-11,2.09453332994182e-10,NA,1,1,99.9330844884994,100,1,87.1193931838612,99.9278255022393,99.9330826785769,99.9330844884994,12.0568845063934,0.00281206190678343,2.928539228982e-07,3.03796022599231e-11
294,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,30,30,100,30,30,100,3000,3000,0,0,0,300000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,6.32011277213561e-11,4.35742598596601e-10,NA,1,1,99.9330844880163,100,1,84.4281952284929,99.9232886655525,99.9330810148852,99.9330844880163,18.4532748677773,0.00584554618661466,6.09247221996412e-07,6.32011277213561e-11
295,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,30,30,100,45,45,100,3000,4500,0,0,0,300000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,1.17926148892491e-10,8.13046352934824e-10,NA,1,1,99.933084487233,100,1,79.3625786323902,99.9160450133883,99.9330783251968,99.933084487233,27.6282766488887,0.0108864200503493,1.13678501091179e-06,1.17926148892491e-10
296,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,45,45,100,1,1,100,4500,100,0,0,0,450000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,9.83990914732086e-13,6.78416311539423e-12,NA,1,1,99.9330844889739,100,1,95.2366965096283,99.9325256387682,99.933084328589,99.9330844889739,0.478951628474572,9.11602373575953e-05,9.48550179367687e-09,9.83990914732086e-13
297,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,45,45,100,5,5,100,4500,500,0,0,0,450000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,5.21497406995232e-12,3.59548388114348e-11,NA,1,1,99.9330844889072,100,1,94.3763731624755,99.9318698866684,99.9330840971335,99.9330844889072,2.5253731445373,0.000483774732808064,5.02714504591214e-08,5.21497406995232e-12
298,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,45,45,100,15,15,100,4500,1500,0,0,0,450000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,1.83605424208292e-11,1.26587464036947e-10,NA,1,1,99.9330844886627,100,1,91.4130757007485,99.9293102267697,99.9330832358885,99.9330844886627,7.38989742852034,0.00170304850286034,1.76992404988847e-07,1.83605424208292e-11
299,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,45,45,100,30,30,100,4500,3000,0,0,0,450000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,4.51281812931984e-11,3.11137976726413e-10,NA,1,1,99.9330844883476,100,1,89.6339690118838,99.9267164341279,99.9330821804173,99.9330844883476,15.8352104629608,0.00418058483050329,4.35027515151779e-07,4.51281812931984e-11
300,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,45,45,100,45,45,100,4500,4500,0,0,0,450000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,1.16077712284042e-10,8.00302235932308e-10,NA,1,1,99.9330844871731,100,1,80.4899367563571,99.9151356879331,99.9330780862988,99.9330844871731,26.8301549287586,0.0107061840339898,1.11896624581512e-06,1.16077712284042e-10
301,100,100,5,5,"rectangle",10000,"large",1,1,150,4,4,1,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,1.36987793687734e-09,9.57166052242805e-09,NA,0.75,0.75,99.9330844719077,100,1,53.3915796619773,99.5009207730553,99.9330245472292,99.9330844719077,12.2464074583869,0.0590409072509067,9.31297791809401e-06,1.36987793687734e-09
302,100,100,5,5,"rectangle",10000,"large",1,1,150,4,4,1,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,4.36096526757159e-07,3.04710956398926e-06,NA,0.75,0.75,99.93308020656,100,1,21.7773633206775,80.9712564601745,99.9150634691511,99.93308020656,55.8365642374965,10.3903074219172,0.00296324502539285,4.36096526757159e-07
303,100,100,5,5,"rectangle",10000,"large",1,1,150,4,4,1,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,1,1,99.6592992604784,100,2,0,0,5.37951983300079e-06,1.45354601538742e-05,NA,3.27917634613785,0.279084425367493,0.000600835130699137,5.37951983300079e-06,90.4420663352077,98.9555818730809,99.5884868226928,99.6592992604784
304,100,100,5,5,"rectangle",10000,"large",1,1,150,4,4,1,4,1,1,100,30,30,100,100,3000,0,0,0,10000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,1,1,99.7055615625,100,2,0,0,1.90272003538649e-05,6.08394984636019e-05,NA,1.27197616538497,0.00861020619282974,0.00202570318142828,1.90272003538649e-05,94.3220435374516,99.54424315218,99.5490784159973,99.7055615625
305,100,100,5,5,"rectangle",10000,"large",1,1,150,4,4,1,4,1,1,100,45,45,100,100,4500,0,0,0,10000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,1,1,99.6724740774406,100,2,0,0,1.34678567093151e-06,4.3739632863942e-06,NA,1.10409343642232,0.0324491492854571,0.000413075476421887,1.34678567093151e-06,95.1375230302817,99.3700452640845,99.6656704604455,99.6724740774406
306,100,100,5,5,"rectangle",10000,"large",1,1,150,4,4,1,4,5,5,100,1,1,100,500,100,0,0,0,50000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,4.8205963041004e-11,3.36826443303613e-10,NA,1,1,99.9330844885173,100,1,82.1883237011474,99.92772639204,99.9330827683368,99.9330844885173,3.34884307057954,0.00222760437014686,3.27723800946026e-07,4.8205963041004e-11
307,100,100,5,5,"rectangle",10000,"large",1,1,150,4,4,1,4,5,5,100,5,5,100,500,500,0,0,0,50000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,3.62224666971997e-10,2.53094925522666e-09,NA,0.75,0.75,99.9330844857366,100,1,67.9404625899985,99.8937402659604,99.9330733811746,99.9330844857366,21.1294256225291,0.0167301377783465,2.46255083467446e-06,3.62224666971997e-10
308,100,100,5,5,"rectangle",10000,"large",1,1,150,4,4,1,4,5,5,100,15,15,100,500,1500,0,0,0,50000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0.25,1.15798824951478e-08,8.0911372664996e-08,NA,0.75,0.75,99.9330844030177,100,1,33.1353528490156,98.1170325341835,99.9328017731201,99.9330844030177,56.8277902070403,0.467431355041924,7.87243837783071e-05,1.15798824951478e-08
309,100,100,5,5,"rectangle",10000,"large",1,1,150,4,4,1,4,5,5,100,30,30,100,500,3000,0,0,0,50000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,1,1,99.577143605897,100,2,0,0,0.000936865020701704,0.00252997571999688,NA,7.20925416833666,1.23408008059128,0.122965269593765,0.000936865020701704,93.9189422687,97.9400634331151,99.5451696540893,99.577143605897
310,100,100,5,5,"rectangle",10000,"large",1,1,150,4,4,1,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,1,1,99.6499544739987,100,1,0,0,3.7908956063772e-07,9.15332324599996e-07,NA,4.32947272180679,0.0545539345065624,0.000146827625581714,3.7908956063772e-07,95.6961037669808,99.1405699154974,99.6837767668027,99.6499544739987
311,100,100,5,5,"rectangle",10000,"large",1,1,150,4,4,1,4,15,15,100,1,1,100,1500,100,0,0,0,150000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,1.03239020439356e-11,7.21355406486087e-11,NA,1,1,99.9330844888801,100,1,90.3530172646386,99.9315220045415,99.9330840051884,99.9330844888801,1.38374987030983,0.000477146713903904,7.01860994037285e-08,1.03239020439356e-11
312,100,100,5,5,"rectangle",10000,"large",1,1,150,4,4,1,4,15,15,100,5,5,100,1500,500,0,0,0,150000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,5.59368968272294e-11,3.90844302636553e-10,NA,1,1,99.933084488563,100,1,87.2010764912143,99.9288282476233,99.9330829734869,99.933084488563,7.1532600254333,0.00258515892805374,3.80281847857673e-07,5.59368968272294e-11
313,100,100,5,5,"rectangle",10000,"large",1,1,150,4,4,1,4,15,15,100,15,15,100,1500,1500,0,0,0,150000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,3.52942365814245e-10,2.46609162581843e-09,NA,1,1,99.9330844863224,100,1,72.4442048787879,99.9081916971353,99.9330755824742,99.9330844863224,27.5268839031573,0.0163097512345808,2.39944609191143e-06,3.52942365814245e-10
314,100,100,5,5,"rectangle",10000,"large",1,1,150,4,4,1,4,15,15,100,30,30,100,1500,3000,0,0,0,150000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,1.00422860782928e-09,7.01678234219258e-09,NA,0.75,0.75,99.9330844816909,100,1,60.8927598120354,99.8498370386828,99.9330604523933,99.9330844816909,44.9787771139875,0.0463261504417821,6.82715473919346e-06,1.00422860782928e-09
315,100,100,5,5,"rectangle",10000,"large",1,1,150,4,4,1,4,15,15,100,45,45,100,1500,4500,0,0,0,150000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0.25,6.03051388257131e-09,4.213662407683e-08,NA,0.75,0.75,99.9330844492495,100,1,38.5845130980159,99.2384569219323,99.9329563116761,99.9330844492495,67.6789835569939,0.267936364163048,4.09978563657324e-05,6.03051388257131e-09
316,100,100,5,5,"rectangle",10000,"large",1,1,150,4,4,1,4,30,30,100,1,1,100,3000,100,0,0,0,300000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,4.53708085579621e-12,3.17016549659629e-11,NA,1,1,99.9330844889533,100,1,93.7066294255299,99.9323400679052,99.9330842621333,99.9330844889533,0.735648979942786,0.00020969352525553,3.0844927290379e-08,4.53708085579621e-12
317,100,100,5,5,"rectangle",10000,"large",1,1,150,4,4,1,4,30,30,100,5,5,100,3000,500,0,0,0,300000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,2.58889382015635e-11,1.80892122575546e-10,NA,1,1,99.9330844887936,100,1,91.6453414993568,99.9309146167967,99.9330837360557,99.9330844887936,3.76454372687033,0.00119650262208425,1.76003566835005e-07,2.58889382015635e-11
318,100,100,5,5,"rectangle",10000,"large",1,1,150,4,4,1,4,30,30,100,15,15,100,3000,1500,0,0,0,300000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,9.26316936072534e-11,6.47239509939464e-10,NA,1,1,99.9330844883458,100,1,87.8235150540441,99.9272092333992,99.9330822881874,99.9330844883458,12.7734923311291,0.00428101301753687,6.29748049843515e-07,9.26316936072534e-11
319,100,100,5,5,"rectangle",10000,"large",1,1,150,4,4,1,4,30,30,100,30,30,100,3000,3000,0,0,0,300000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,2.46236741932982e-10,1.72051424272786e-09,NA,1,1,99.933084487119,100,1,79.5051534570301,99.916021536053,99.9330782059884,99.933084487119,23.9937815964467,0.0113789797711923,1.67401779668892e-06,2.46236741932982e-10
320,100,100,5,5,"rectangle",10000,"large",1,1,150,4,4,1,4,30,30,100,45,45,100,3000,4500,0,0,0,300000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,4.7951578218866e-10,3.35048996506105e-09,NA,1,1,99.9330844856833,100,1,74.1029719776094,99.904388585975,99.9330736391985,99.9330844856833,36.9774957141067,0.0221582205436964,3.25994375589989e-06,4.7951578218866e-10
321,100,100,5,5,"rectangle",10000,"large",1,1,150,4,4,1,4,45,45,100,1,1,100,4500,100,0,0,0,450000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,3.138542085055e-12,2.19297344347567e-11,NA,1,1,99.9330844889686,100,1,95.1667732269789,99.9325059028026,99.9330843152213,99.9330844889686,0.536205775819303,0.000145053994675861,2.13370899318202e-08,3.138542085055e-12
322,100,100,5,5,"rectangle",10000,"large",1,1,150,4,4,1,4,45,45,100,5,5,100,4500,500,0,0,0,450000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,0,0,1.81695592567167e-11,1.26954999645757e-10,NA,1,1,99.9330844888592,100,1,93.9996672169935,99.9315462576971,99.9330839563168,99.9330844888592,2.81079684340264,0.000839728761705594,1.23524078861633e-07,1.81695592567167e-11
